cliente_codigo,cliente_nombre,cliente_razon_social,cliente_direccion,cliente_localidad,cliente_dpto,cliente_cel,cliente_tel,cliente_email,score,estacion_idx,estacion_nombre,estacion_marca,estacion_direccion,estacion_localidad,estacion_dpto,CONFIRMAR_LINK
10002321,TURAGRO S.R.L (ESTACION DISA),TURAGRO S.R.L (ESTACION DISA),Ruta 9 km 106.500,PAN DE AZÚCAR,MALDONADO,098526238,44349082,baytur@vera.com.uy,0.93,86,Disa,DISA,Ruta 9 Coronel Leonardo Olivera Km 106.500,Pan de Azúcar,Maldonado,
10002000,Fontes y Bentancor SAS (Estación Disa),Estación Disa (Fontes y Bentancor),Avda. Batlle y Ordóñez  esq. Dr. Espinosa,SAN RAMÓN,CANELONES,,099703515,petrobrassanramon@gmail.com,0.92,286,Estación San Antonio,AXION,Avenida General Eugenio Garzón 425,Montevideo,,
10002158,BRACORAL S.A. (ESTACION ANCAP) (INTERIOR),BRACORAL S.A. (ESTACION ANCAP) (INTERIOR),GIANATASSIO KM 28.500,CIUDAD DE LA COSTA,CANELONES,092850505,26983853,bracoralproveedores@gmail.com,0.92,51,ANCAP,ANCAP,Avenida Ingeniero Luis Giannattasio Km 28.500,Ciudad de la Costa,Canelones,
10002192,FERRECAR CANELONES LTDA. (ESTACION ANCAP),FERRECAR CANELONES LTDA. (ESTACION ANCAP),APARICIO SARAVIA  101 esq. ROSA GIFFUNI,CANELONES,CANELONES,098122623,43322569,ferrecar@adinet.com.uy,0.92,288,ANCAP,ANCAP,General Aparicio Saravia 101,Canelones,Canelones,
10002363,MODADOL SRL,MODADOL SRL (ESTACIÓN AXIÓN),RUTA 8 C RUTA 74 S/N,BARROS BLANCOS,CANELONES,,22883992,marceabl@hotmail.com,0.92,34,Servicentro Barros Blancos,AXION,Ruta 8 Km 24.200,Barros Blancos,Canelones,
10002599,Jugueteria Pinamar SRL,Jugueteria Pinamar SRL,Ruta Gral. Liber Seregni km 36.200,PINAMAR,CANELONES,097530095,,jugueteriarecreopinamar@gmail.com,0.92,2,ANCAP,ANCAP,Ruta Interbalnearia General Líber Seregni Km 36.200,Pinamar,Canelones,
10002619,Dafinet S.A (Estación ANCAP),Dafinet S.A (Estación ANCAP),Ruta 8 km 41500,CANELONES,CANELONES,094433936,22956476,ancappiedradeltoro@gmail.com,0.92,440,ANCAP,ANCAP,Ruta 11 José Batlle y Ordóñez Km 102.300,Canelones,Canelones,
10002635,Marimar S.A (VELAZQUEZ),Marimar S.A (VELAZQUEZ),Gral. Artigas s/n,VELÁZQUEZ,ROCHA,094964973,44577006,,0.92,397,ANCAP,ANCAP,General Artigas,Velázquez,Rocha,
10001908,Oterol S.A.,ESTACIÓN SARANDÍ GRANDE,Ruta 5 Km 139.500,25 DE AGOSTO,FLORIDA,,43549143,amassiu@gmail.com,0.91,286,Estación San Antonio,AXION,Avenida General Eugenio Garzón 425,Montevideo,,
10002356,Hugo Santos ltda,Hugo Santos (Estacion Ancap),Tomas Berreta S/N  esq. Guzman Azuaga,TALA,CANELONES,098884707,43152014,hugosantosltda@gmail.com,0.9,307,ANCAP,ANCAP,Presidente Tomás Berreta,Tala,Canelones,
10002614,MIVIDAL S.A.(ESTACION ANCAP),MIVIDAL S.A.(ESTACION ANCAP),Ruta 8 km 285,TREINTA Y TRES,TREINTA Y TRES,099106961,44526558,cuentacorrientes@gmail.com,0.9,203,ANCAP,ANCAP,Ruta 8 Brigadier General Juan Antonio Lavalleja Km 285,Treinta y Tres,Treinta y Tres,
10002616,AUTOPRO S.A. (ESTACION AXION),AUTOPRO S.A. (ESTACION AXION),Av Giannattasio Km 20.200,SAN JOSÉ DE CARRASCO,CANELONES,094442603,2682 7868,axionautopro@gmail.com,0.9,189,Servicentro Ciudad de la Costa,AXION,Avenida Ingeniero Luis Giannattasio Km 20.200,Ciudad de la Costa,Canelones,
10002343,Blanqueo S.A,Blanqueo S.A Centro- Estacion de servicio,Gral A. Saravia C/J. Cardozo 751,FLORIDA,FLORIDA,097555115,43527623,admproveedores@gpuruguay.com,0.89,55,ANCAP,ANCAP,Ruta 5 Brigadier General Fructuoso Rivera Km 95.500,Florida,Florida,
10002267,MOUNTLINE SRL,Mountline,Ruta interbalnearia km 48,LAS TOSCAS,CANELONES,099 876 631,,ancaplastoscas@hotmail.com,0.89,186,ANCAP,ANCAP,Ruta Interbalnearia General Líber Seregni Km 48,Las Toscas,Canelones,
10002268,Servicar Cardona srl,Servicar Cardona,Constante Mendiondo s/n esq. a 50m de Bulevar,CARDONA,SORIANO,,43722627,proveedorescardona@servicar.com.uy,0.89,479,Servicial,ANCAP,Ruta 2 Grito de Asencio,Florencio Sánchez,,
10002325,Trebol Azul S.A (ESTACION DISA),Trebol Azul S.A (ESTACION DISA),Abril al Parque y calle 3 s/n,CIUDAD DE LA COSTA,CANELONES,,099552606,trebolazulcuentacorriente@gmail.com,0.89,450,Disa,DISA,Avenida al Parque,Ciudad de la Costa,Canelones,
10002107,CARLOS STARY Y CIA. (ESTACIÓN ANCAP),CARLOS STARY Y CIA. (ESTACIÓN ANCAP),RUTA 5 KM. 36.200,CANELONES,CANELONES,,43359323,ancapjuanico@gmail.com,0.88,34,Servicentro Barros Blancos,AXION,Ruta 8 Km 24.200,Barros Blancos,Canelones,
10002394,Gasolinera Cortinas S.R.L,Gasolinera Cortinas S.R.L,Gral Jose Artigas s/n,ISMAEL CORTINAS,FLORES,091669229,45392037,proveedorescortinas@servicial.com.uy,0.88,346,ANCAP,ANCAP,Avenida Artigas,Ismael Cortinas,Flores,
10002533,Botirel S.A (DISA PANDO),Botirel S.A (DISA PANDO),Ruta 8 km 29.500,PANDO,CANELONES,099640303,2288 2088,estaciones.comercial@gmail.com,0.88,34,Servicentro Barros Blancos,AXION,Ruta 8 Km 24.200,Barros Blancos,Canelones,
10002138,ROCCA Y CIA S.A. (ESTACION ANCAP) (INTERIOR),ROCCA Y CIA S.A. (ESTACION ANCAP) (INTERIOR),18 DE JULIO  esq. DE LOS SANTOS,ROCHA,ROCHA,,44722425,ariviezzi@gpuruguay.com,0.87,71,ANCAP,ANCAP,18 de Julio,Rocha,Rocha,
10002346,Misurol 2,Misurol 2 (estacion Disa Playa Pascual),Ruta 1 Km. 31.700,PLAYA PASCUAL,SAN JOSÉ,098405678,2208 8632/2200.99.20,ms.alejandra.diaz@disagrupo.uy,0.87,411,Disa,DISA,Ruta 1 Vieja Km 51.500,Libertad,San José,
10002497,Marimar (Estación Ancap Bella Union),Marimar (Estación Ancap Bella Union),Ruta 3 km 623,BELLA UNIÓN,ARTIGAS,,47792758,dmartinez.tt@marimar.com.uy,0.87,238,ANCAP,ANCAP,Ruta 30 Km 20,Tomás Gomensoro,Artigas,
10002442,COSDONY S.A. (ESTACION DE SERVICIO),ESSO RUTA,PANCHO LOPEZ  905 esq. RUTA 57,TRINIDAD,FLORES,,43647300,essorutatrinidad@adinet.com.uy,0.86,459,Axion,AXION,Pancho López,Trinidad,Flores,
10002111,BOSQUE ALTO S.A. (ESTACION ANCAP),BOSQUE ALTO S.A. (ESTACION ANCAP),RUTA 2 Km.298  esq. RUTA 24,FRAY BENTOS,RÍO NEGRO,,45602805,bosquealto@adinet.com.uy,0.86,17,ANCAP,ANCAP,Ruta 2 Grito de Asencio,Fray Bentos,,
10002271,CUFRECITO LTDA,Cufrecito,Ruta 52 km. 141.500,COLONIA,COLONIA,45502200,45502200,proveedorescufre@servical.com.uy,0.86,321,Axion,AXION,Ruta 21 Km 222.500,Radial Hernández,Colonia,
10002569,Voyager Ltda- (Estacion Disa),Voyager Ltda- (Estacion Disa),Ruta 5 km 43,CANELONES,CANELONES,099945767,23326184,disacanelones@gmail.com,0.86,113,Lostaunau,ANCAP,Ruta 8 Brigadier General Juan Antonio Lavalleja Km 41.500,Canelones,Canelones,
10002588,Agencia Pinamar S.A (ESTACION ANCAP),Agencia Pinamar S.A (ESTACION ANCAP),esq. Ruta Interbalnearia km 36200,EL PINAR,CANELONES,097889569,43767035,compraspinamar@gmail.com,0.86,471,ANCAP,ANCAP,Ruta Interbalnearia km 24,Ciudad de la Costa,,
903557,SINTEL S.A. (ESTACIÓN ANCAP)(INTERIOR),SINTEL S.A. (ESTACIÓN ANCAP) Florida,RUTA 5 Y 56 KM 98.500 (envio CD).-,FLORIDA,FLORIDA,097555121,,recepcionsintel@gpuruguay.com,0.85,286,Estación San Antonio,AXION,Avenida General Eugenio Garzón 425,Montevideo,,
10001971,Eliana Navarro González,Eliana Navarro González,F. Viera,MIGUES,CANELONES,099238091,43172385,eliananavarrogonzalez@gmail.com,0.85,247,Disa,DISA,Feliciano Viera,Migues,Canelones,
10002115,HASFELY S.A. (ESTACIÓN ANCAP),HASFELY S.A. (ESTACIÓN ANCAP),RUTA 3 KM 190,TRINIDAD,FLORES,,43642290,adminstracion@ancap.urf.com.uy,0.84,96,ANCAP,ANCAP,Inés Durán 1061,Trinidad,Flores,
10002147,ESTACION LAGOMAR LTDA. (ANCAP)(INTERIOR),ESTACION LAGOMAR LTDA. (ANCAP)(INTERIOR),GIANNATTASIO KM.21 esq. BUENOS AIRES,CIUDAD DE LA COSTA,CANELONES,,26822002,lucia@estacionlagomar.com,0.84,5,ANCAP,ANCAP,Avenida Ingeniero Luis Giannattasio Km 21,Ciudad de la Costa,Canelones,
10002344,Sintel S.A (Mendoza),Sintel S.A (Mendoza) Estacion Ancap,Ruta 5 km 74300,MENDOZA,FLORIDA,097555121,43395024,,0.84,352,ANCAP,ANCAP,Ruta 5 Brigadier General Fructuoso Rivera Km 74,Mendoza,Florida,
10002342,Blanqueo S.A - Ruta-,Blanqueo S.A - Ruta- Estacion de servicio,Ruta 5 Esq. José Pedro Varela,FLORIDA,FLORIDA,097555115,,admproveedores@gpuruguay.com,0.83,55,ANCAP,ANCAP,Ruta 5 Brigadier General Fructuoso Rivera Km 95.500,Florida,Florida,
10002589,PETROSUR SAN JOSÉ S.R.L (DISA),PETROSUR SAN JOSÉ S.R.L (DISA),Ruta 3 Km 90.500 Esq. Aparicio Saravia,SAN JOSÉ,SAN JOSÉ,091042169,2342 3909,,0.83,407,Disa,DISA,Ruta 3 General José Gervasio Artigas Km 90.500,San José,San José,
10002315,Dantirol S.A (ESTACION DISA),Dantirol S.A (ESTACION DISA),AVENIDA RBLA.WILLIMAN PARADA 16  esq. PLAYA MANSA,PUNTA DEL ESTE,MALDONADO,099622454,4249 0950,dantirolsa@gmail.com,0.83,129,ANCAP,ANCAP,Avenida Orlando Pedragosa Sierra,Punta del Este,Maldonado,
10002414,Texoil SA (ESTACION ANCAP),Texoil SA (ESTACION ANCAP),Cmno.Vecinal y Calle 2 - Villa Delia.,CERRO PELADO,MALDONADO,094276315,42244871,ancapcerropelado@gmail.com,0.83,131,ANCAP,ANCAP,Avenida Doctor Luis Alberto de Herrera,Cerro Pelado,Maldonado,
10002416,Distancia S.A (Estación Ancap),Distancia S.A (Estación Ancap),Ruta 5 Km. 388,TACUAREMBÓ,TACUAREMBÓ,099830310,4632 3079,laura.estamerica@hotmail.com,0.83,193,ANCAP,ANCAP,Avenida Pablo G. Ríos,Tacuarembó,Tacuarembó,
10002056,VANDEY S.A. (ESTACIÓN AXION),VANDEY S.A. (ESTACIÓN AXION),Dr. POUEY  esq. COLMAN,LAS PIEDRAS,CANELONES,092356173,,estacionelmolino@hotmail.com,0.82,286,Estación San Antonio,AXION,Avenida General Eugenio Garzón 425,Montevideo,,
10001961,TACHI LTDA. (ESTACION ANCAP),TACHI LTDA. (ESTACION ANCAP),Ruta 7 km 96.500,FRAY MARCOS,FLORIDA,,43117217,tachiltda@hotmail.com,0.82,351,ANCAP,ANCAP,Cyro Giambruno 74,Fray Marcos,Florida,
10001977,Rubén Alejandro Sarett Mesa (Estación Ancap),ESTACIÓN ANCAP Rubén A. Sarett Mesa,Ruta 1 km. 177.3 Puerto,COLONIA DEL SACRAMENTO,COLONIA,,099574080,estacionancapcolonia@hotmail.com,0.82,466,ANCAP,ANCAP,Ruta 2,,Colonia,
10002120,SUNDEC S.A. (ESTACIÓN DISA),SUNDEC S.A. (ESTACIÓN DISA),AV.RIVAS COSTAS  esq. ENRIQUE RODÓ,LIBERTAD,SAN JOSÉ,092237806,43452221,estacionsundec@adinet.com.uy,0.82,286,Estación San Antonio,AXION,Avenida General Eugenio Garzón 425,Montevideo,,
10002124,XIVILLER HNOS. LTDA. (ESTACION ANCAP),XIVILLER HNOS. LTDA. (ESTACION ANCAP),Sarandi  508,TRINIDAD,FLORES,091454705,,administracion3@xiviller.com,0.82,96,ANCAP,ANCAP,Inés Durán 1061,Trinidad,Flores,
10002463,Sarandí Grande LTDA,Sarandí Grande LTDA,Artigas 705,FLORIDA,FLORIDA,099781329,43549063,sarandigrandeltda@hotmail.com,0.82,355,ANCAP,ANCAP,Avenida Artigas 705,Sarandí Grande,Florida,
10002542,Fuerza Oriental ( Estación Disa),Fuerza Oriental ( Estación Disa),Ruta 3 km 310.500,YOUNG,RÍO NEGRO,091950306,45673219,lgonzalez@grupovittori.com.uy,0.82,384,Disa,DISA,Ruta 3 General José Gervasio Artigas Km 311,Young,Río Negro,
10002341,ROCCA Y CIA S.A. (ESTACION ANCAP) Ruta,ROCCA Y CIA S.A. (ESTACION ANCAP) Ruta,Ruta 9 km 206.400,ROCHA,ROCHA,,44722425,,0.8,61,ANCAP,ANCAP,Ruta 9 Coronel Leonardo Olivera,Rocha,Rocha,
10002144,ULBINDAR S.A. (ESTACIÓ AXION) (INTERIOR),ULBINDAR S.A. (ESTACIÓ AXION) (INTERIOR),RUTA 12  esq. 25 DE AGOSTO,COLONIA,COLONIA,092704605,45369426,administracion2@ulbindar.com,0.79,184,Axion,AXION,Avenida General Artigas,Colonia Valdense,Colonia,
10002615,ELANET S.A (ESTACION AXION),ELANET S.A (ESTACION AXION),RUTA 101 Y CALCAGNO,SAN JOSÉ DE CARRASCO,CANELONES,094442603,26828899,axionelanet@outlook.com,0.79,99,ANCAP,ANCAP,Ruta 11 José Batlle y Ordóñez Km 92,San José,,
10002539,Pilemur S.A (Estacion de Disa),Pilemur S.A (Estacion de Disa),Luis Batlle Berres  963,PAYSANDÚ,PAYSANDÚ,098229707,47223650,,0.78,224,Disa,DISA,Avenida España 1553,Paysandú,Paysandú,
10002633,Marimar S.A (ESTACIÓN MELO),Marimar S.A (ESTACIÓN MELO),Ejido y 18 de Julio,MELO,CERRO LARGO,094964973,4642 3880,,0.78,205,Axion,AXION,Avenida de las Américas 850,Melo,,
10002527,S.T.I LTDA (ESTACION ANCAP- ROOSEVELT),S.T.I LTDA (ESTACION ANCAP- ROOSEVELT),Roosevelt y Naciones Unidas,PUNTA DEL ESTE,MALDONADO,095047947,4249 6952 / 6953,adminsitracion@ancapsti.com,0.78,124,ANCAP,ANCAP,Avenida Franklin Delano Roosevelt,Punta del Este,Maldonado,
10002269,ROBLE FUERTE SA,Roble Fuerte,Ruta 2 km. 129.5,ROSARIO,COLONIA,,45522819,proveedoresrosario@servicial.com.uy,0.77,466,ANCAP,ANCAP,Ruta 2,,Colonia,
10002348,Nazca Caru SAS,Nazca Caru SAS,Jose pedro Varela s/n,JOAQUÍN SUAREZ,CANELONES,095912952,22970564,rofiem13@gmail.com,0.76,295,ANCAP,ANCAP,José Artigas,La Paz,Canelones,
10002537,Misurol 4 (Estacion Disa),Misurol 4 (Estacion Disa Punta del Este),Ruta 10 KM 131  esq. Parada 46,PUNTA BALLENA,MALDONADO,099915318,42247013,mauricio.sanmartin@misurol.com.uy,0.74,442,ANCAP,ANCAP,Ruta Interbalnearia General Líber Seregni,Punta Ballena,Maldonado,
10002408,ROCCA Y CIA S.A.,ROCCA Y CIA S.A. (Solis de Mataojo),Ruta 8 km 81,SOLÍS DE MATAOJO,LAVALLEJA,097 349 789,44474081,diegoherederogp@uruguay.com,0.72,479,Servicial,ANCAP,Ruta 2 Grito de Asencio,Florencio Sánchez,,
10002340,Blanqueo S.A -Durazno-Estacion Disa,Blanqueo S.A -Durazno-Estacion Disa,"Paulina Laredo 1112 Esq. Ruta 5 Km 182,300",DURAZNO,DURAZNO,097555115,4362 5288,admproveedores@gpuruguay.com,0.71,335,Axion,AXION,Avenida General José Artigas,Durazno,Durazno,
